"Numero_Fiche";"Formacode_Code";"Formacode_Libelle"
"RNCP2924";"43440";"Diététique"
"RNCP2925";"12046";"Biologie"
"RNCP2925";"12584";"Génie environnement"
"RNCP2926";"31620";"Conduite installation industrielle"
"RNCP2926";"31624";"Maintenance industrielle"
"RNCP2927";"31664";"Qualité gestion industrielle"
"RNCP2927";"34581";"Technico-commercial"
"RNCP3112";"21889";"Cordonnerie réparation"
"RNCP3113";"42097";"Blanchisserie"
"RNCP3113";"42095";"Teinturerie pressing"
"RNCP3127";"21859";"Podo-orthèse"
"RNCP3127";"43484";"Prothèse"
"RNCP3128";"21859";"Podo-orthèse"
"RNCP3138";"42754";"Hôtellerie restauration"
"RNCP3632";"31624";"Maintenance industrielle"
"RNCP3632";"23684";"Entretien mécanique industrielle"
"RNCP3640";"44527";"Médiation numérique"
"RNCP3640";"24223";"Technologie internet intranet"
"RNCP3647";"24340";"Maintenance électronique"
"RNCP3647";"31067";"Développement informatique"
"RNCP3824";"41036";"Assurance"
"RNCP3824";"41062";"Banque"
"RNCP3824";"41083";"Clientèle particulier"
"RNCP3856";"42002";"Élevage éducation canin félin"
"RNCP3857";"21051";"Terrain sport engazonné"
"RNCP3857";"15448";"Installation sportive"
"RNCP3973";"31090";"Développement web"
"RNCP3973";"44584";"Pédagogie numérique"
"RNCP3973";"15052";"Bureautique"
"RNCP3973";"46339";"Conduite projet numérique"
"RNCP3976";"32663";"Comptabilité"
"RNCP3980";"23613";"Construction aéronautique"
"RNCP3980";"24346";"Électronique embarquée"
"RNCP3985";"44035";"Médiation socioculturelle"
"RNCP4000";"45061";"Régie son"
"RNCP4001";"45038";"Restauration objet art"
"RNCP4001";"45511";"Tapisserie lice"
"RNCP4002";"45038";"Restauration objet art"
"RNCP4002";"45511";"Tapisserie lice"
"RNCP4002";"21694";"Tapis"
"RNCP4003";"45038";"Restauration objet art"
"RNCP4003";"45511";"Tapisserie lice"
"RNCP4003";"21694";"Tapis"
"RNCP4004";"45511";"Tapisserie lice"
"RNCP4004";"21694";"Tapis"
"RNCP4005";"45038";"Restauration objet art"
"RNCP4005";"45511";"Tapisserie lice"
"RNCP4082";"12539";"Chasse"
"RNCP4083";"42752";"Cuisine"
"RNCP4083";"42746";"Restauration"
"RNCP4088";"21573";"Conservation alimentaire"
"RNCP4088";"22605";"Froid industriel"
"RNCP4098";"21045";"Scierie"
"RNCP4098";"22881";"Bois"
"RNCP4099";"45019";"Ameublement"
"RNCP4099";"22313";"Charpente bois"
"RNCP4099";"22416";"Menuiserie bois"
"RNCP4105";"22493";"Ascenseur"
"RNCP4105";"24054";"Électricité"
"RNCP4106";"21012";"Culture spécialisée"
"RNCP4106";"21551";"Commercialisation agroalimentaire"
"RNCP4113";"32688";"Traitement paie"
"RNCP4129";"31654";"Génie industriel"
"RNCP4152";"24346";"Électronique embarquée"
"RNCP4152";"24273";"Architecture réseau"
"RNCP4152";"31054";"Informatique - Systèmes d’information et numérique"
"RNCP4152";"32062";"Recherche développement"
"RNCP4152";"15099";"Résolution problème"
"RNCP4153";"23054";"Travail matériau"
"RNCP4180";"21554";"Agroalimentaire"
"RNCP4180";"43454";"Santé"
"RNCP4181";"21059";"Agronomie"
"RNCP4181";"21554";"Agroalimentaire"
"RNCP4181";"12514";"Développement rural"
"RNCP4183";"31054";"Informatique - Systèmes d’information et numérique"
"RNCP4183";"24354";"Électronique"
"RNCP4183";"24454";"Automatisme informatique industrielle"
"RNCP4183";"32062";"Recherche développement"
"RNCP4183";"15099";"Résolution problème"
"RNCP4185";"22454";"Bâtiment second oeuvre"
"RNCP4185";"22254";"BTP conception organisation"
"RNCP4185";"23654";"Mécanique construction réparation"
"RNCP4185";"24052";"Électromécanique"
"RNCP4187";"22054";"Travaux publics"
"RNCP4187";"22254";"BTP conception organisation"
"RNCP4187";"32062";"Recherche développement"
"RNCP4187";"15099";"Résolution problème"
"RNCP4188";"24254";"Télécommunication"
"RNCP4188";"24354";"Électronique"
"RNCP4188";"32062";"Recherche développement"
"RNCP4188";"15099";"Résolution problème"
"RNCP4189";"31054";"Informatique - Systèmes d’information et numérique"
"RNCP4189";"32062";"Recherche développement"
"RNCP4189";"15099";"Résolution problème"
"RNCP4190";"23054";"Travail matériau"
"RNCP4190";"22854";"Matériau produit chimique"
"RNCP4190";"11454";"Physique"
"RNCP4190";"32062";"Recherche développement"
"RNCP4190";"15099";"Résolution problème"
"RNCP4191";"24454";"Automatisme informatique industrielle"
"RNCP4191";"31054";"Informatique - Systèmes d’information et numérique"
"RNCP4191";"24354";"Électronique"
"RNCP4191";"32062";"Recherche développement"
"RNCP4191";"15099";"Résolution problème"
"RNCP4192";"23554";"Mécanique théorique"
"RNCP4192";"23654";"Mécanique construction réparation"
"RNCP4192";"24454";"Automatisme informatique industrielle"
"RNCP4192";"32062";"Recherche développement"
"RNCP4192";"15099";"Résolution problème"
"RNCP4193";"22024";"Génie civil"
"RNCP4193";"12512";"Aménagement urbain"
"RNCP4193";"32062";"Recherche développement"
"RNCP4193";"15099";"Résolution problème"
"RNCP4201";"11025";"Calcul scientifique"
"RNCP4201";"11052";"Mathématiques appliquées"
"RNCP4201";"11031";"Modèle mathématique"
"RNCP4203";"31654";"Génie industriel"
"RNCP4204";"22854";"Matériau produit chimique"
"RNCP4204";"23054";"Travail matériau"
"RNCP4204";"32062";"Recherche développement"
"RNCP4204";"15099";"Résolution problème"
"RNCP4205";"23554";"Mécanique théorique"
"RNCP4205";"23654";"Mécanique construction réparation"
"RNCP4205";"32062";"Recherche développement"
"RNCP4205";"15099";"Résolution problème"
"RNCP4218";"31867";"Transport aérien"
"RNCP4218";"32062";"Recherche développement"
"RNCP4218";"15099";"Résolution problème"
"RNCP4220";"23054";"Travail matériau"
"RNCP4220";"23554";"Mécanique théorique"
"RNCP4220";"22854";"Matériau produit chimique"
"RNCP4220";"32062";"Recherche développement"
"RNCP4220";"15099";"Résolution problème"
"RNCP4222";"12227";"Hydrogéologie"
"RNCP4222";"22852";"Matériau construction"
"RNCP4222";"22254";"BTP conception organisation"
"RNCP4222";"22024";"Génie civil"
"RNCP4225";"24454";"Automatisme informatique industrielle"
"RNCP4225";"24054";"Électricité"
"RNCP4239";"12254";"Sciences de la terre"
"RNCP4239";"12520";"Traitement eau"
"RNCP4239";"12587";"Management environnemental"
"RNCP4239";"12562";"Pollution"
"RNCP4249";"12046";"Biologie"
"RNCP4249";"11554";"Chimie"
"RNCP4249";"31654";"Génie industriel"
"RNCP4249";"32062";"Recherche développement"
"RNCP4249";"15099";"Résolution problème"
"RNCP4250";"22303";"Maçonnerie pierre"
"RNCP4259";"31654";"Génie industriel"
"RNCP4259";"32062";"Recherche développement"
"RNCP4259";"15099";"Résolution problème"
"RNCP4267";"24231";"Réseau informatique"
"RNCP4267";"24223";"Technologie internet intranet"
"RNCP4267";"31067";"Développement informatique"
"RNCP4267";"31094";"Gestion projet informatique"
"RNCP4267";"31006";"Sécurité informatique"
"RNCP4268";"23554";"Mécanique théorique"
"RNCP4268";"31632";"Productique"
"RNCP4269";"22024";"Génie civil"
"RNCP4269";"32062";"Recherche développement"
"RNCP4269";"15099";"Résolution problème"
"RNCP4282";"12058";"Biochimie"
"RNCP4282";"12049";"Génétique"
"RNCP4282";"12026";"Microbiologie"
"RNCP4282";"12081";"Biotechnologie"
"RNCP4282";"12003";"Biologie végétale"
"RNCP4285";"22854";"Matériau produit chimique"
"RNCP4285";"11554";"Chimie"
"RNCP4285";"32062";"Recherche développement"
"RNCP4285";"15099";"Résolution problème"
"RNCP4286";"11481";"Photonique"
"RNCP4286";"11428";"Physique nucléaire"
"RNCP4286";"24354";"Électronique"
"RNCP4293";"24354";"Électronique"
"RNCP4293";"24231";"Réseau informatique"
"RNCP4293";"31054";"Informatique - Systèmes d’information et numérique"
"RNCP4294";"11554";"Chimie"
"RNCP4294";"31608";"Génie procédés"
"RNCP4294";"32062";"Recherche développement"
"RNCP4294";"15099";"Résolution problème"
"RNCP4320";"31654";"Génie industriel"
"RNCP4320";"32062";"Recherche développement"
"RNCP4320";"15099";"Résolution problème"
"RNCP4321";"32062";"Recherche développement"
"RNCP4321";"32154";"Encadrement management"
"RNCP4321";"15099";"Résolution problème"
"RNCP4326";"22254";"BTP conception organisation"
"RNCP4326";"12522";"Développement durable"
"RNCP4326";"12534";"Aménagement territoire"
"RNCP4326";"32062";"Recherche développement"
"RNCP4326";"15099";"Résolution problème"
"RNCP4345";"24354";"Électronique"
"RNCP4345";"24454";"Automatisme informatique industrielle"
"RNCP4345";"24254";"Télécommunication"
"RNCP4345";"32062";"Recherche développement"
"RNCP4345";"15099";"Résolution problème"
"RNCP4348";"31652";"Gestion production"
"RNCP4348";"24454";"Automatisme informatique industrielle"
"RNCP4348";"24354";"Électronique"
"RNCP4348";"24054";"Électricité"
"RNCP4352";"23554";"Mécanique théorique"
"RNCP4352";"11454";"Physique"
"RNCP4352";"24154";"Énergie"
"RNCP4352";"22854";"Matériau produit chimique"
"RNCP4352";"24454";"Automatisme informatique industrielle"
"RNCP4354";"24454";"Automatisme informatique industrielle"
"RNCP4354";"24354";"Électronique"
"RNCP4354";"31624";"Maintenance industrielle"
"RNCP4354";"32062";"Recherche développement"
"RNCP4354";"15099";"Résolution problème"
"RNCP4360";"11511";"Formulation mélange"
"RNCP4360";"21842";"Tannerie mégisserie"
"RNCP4360";"21625";"Ennoblissement textile"
"RNCP4360";"23021";"Plasturgie"
"RNCP4361";"23613";"Construction aéronautique"
"RNCP4361";"23624";"Construction aérospatiale"
"RNCP4361";"24256";"Transmission radioélectrique"
"RNCP4362";"31652";"Gestion production"
"RNCP4362";"31629";"Bureau des méthodes"
"RNCP4363";"24354";"Électronique"
"RNCP4363";"24231";"Réseau informatique"
"RNCP4363";"31054";"Informatique - Systèmes d’information et numérique"
"RNCP4364";"24326";"Microélectronique"
"RNCP4364";"31057";"Génie logiciel"
"RNCP4364";"31009";"Architecture système information"
"RNCP4364";"24454";"Automatisme informatique industrielle"
"RNCP4366";"31054";"Informatique - Systèmes d’information et numérique"
"RNCP4366";"32062";"Recherche développement"
"RNCP4366";"15099";"Résolution problème"
"RNCP4367";"32062";"Recherche développement"
"RNCP4367";"32154";"Encadrement management"
"RNCP4367";"15099";"Résolution problème"
"RNCP4368";"24454";"Automatisme informatique industrielle"
"RNCP4368";"24354";"Électronique"
"RNCP4368";"24231";"Réseau informatique"
"RNCP4368";"31057";"Génie logiciel"
"RNCP4368";"43479";"Maintenance biomédicale"
"RNCP4378";"31057";"Génie logiciel"
"RNCP4378";"41031";"Monétique"
"RNCP4378";"46339";"Conduite projet numérique"
"RNCP4378";"32062";"Recherche développement"
"RNCP4378";"15099";"Résolution problème"
"RNCP4379";"24354";"Électronique"
"RNCP4379";"24054";"Électricité"
"RNCP4391";"21031";"Culture serre"
"RNCP4396";"21030";"Maraîchage"
"RNCP4396";"21031";"Culture serre"
"RNCP4420";"22294";"Conduite chantier BTP"
"RNCP4420";"22054";"Travaux publics"
"RNCP4423";"22334";"Maçonnerie"
"RNCP4423";"22420";"Isolation bâtiment"
"RNCP4423";"22434";"Vitrerie miroiterie"
"RNCP4423";"22442";"Revêtement sol mur"
"RNCP4431";"22434";"Vitrerie miroiterie"
"RNCP4431";"22417";"Menuiserie plastique"
"RNCP4431";"22468";"Menuiserie aluminium"
"RNCP4432";"22478";"Métallerie serrurerie"
"RNCP4432";"22254";"BTP conception organisation"
"RNCP4433";"24162";"Gestion énergie"
"RNCP4433";"22635";"Climatisation"
"RNCP4433";"22624";"Installation frigorifique"
"RNCP4434";"24162";"Gestion énergie"
"RNCP4434";"22635";"Climatisation"
"RNCP4434";"22624";"Installation frigorifique"
"RNCP4463";"31717";"Engin chantier"
"RNCP4466";"24392";"Électronique numérique"
"RNCP4467";"24454";"Automatisme informatique industrielle"
"RNCP4467";"24392";"Électronique numérique"
"RNCP4494";"32062";"Recherche développement"
"RNCP4494";"15099";"Résolution problème"
"RNCP4494";"32154";"Encadrement management"
"RNCP4495";"43436";"Aide-soignant"
"RNCP4496";"43441";"Auxiliaire puériculture"
"RNCP4500";"44009";"Placement familial"
"RNCP4503";"44008";"Intervention sociale familiale"
"RNCP4504";"44028";"Accompagnement éducatif et social"
"RNCP4505";"44072";"Travail social"
"RNCP4510";"31008";"Système information"
"RNCP4521";"44067";"Animation socioculturelle"
"RNCP4521";"15436";"Éducation sportive"
"RNCP4525";"44047";"Direction établissement médico-social"
"RNCP4551";"34503";"Fleuriste"
"RNCP4554";"23646";"Construction automobile"
"RNCP4554";"32062";"Recherche développement"
"RNCP4554";"15099";"Résolution problème"
"RNCP4556";"44028";"Accompagnement éducatif et social"
"RNCP4557";"23613";"Construction aéronautique"
"RNCP4557";"23624";"Construction aérospatiale"
"RNCP4557";"24354";"Électronique"
"RNCP4557";"24254";"Télécommunication"
"RNCP4557";"31054";"Informatique - Systèmes d’information et numérique"
"RNCP4558";"24472";"Automatisation"
"RNCP4560";"24134";"Énergie nucléaire"
"RNCP4560";"24454";"Automatisme informatique industrielle"
"RNCP4560";"31057";"Génie logiciel"
"RNCP4580";"12512";"Aménagement urbain"
"RNCP4580";"22254";"BTP conception organisation"
"RNCP4580";"32062";"Recherche développement"
"RNCP4580";"15099";"Résolution problème"
"RNCP4581";"23654";"Mécanique construction réparation"
"RNCP4581";"32062";"Recherche développement"
"RNCP4581";"15099";"Résolution problème"
"RNCP4590";"11554";"Chimie"
"RNCP4590";"23054";"Travail matériau"
"RNCP4590";"32062";"Recherche développement"
"RNCP4590";"15099";"Résolution problème"
"RNCP4591";"12261";"Météorologie"
"RNCP4591";"32062";"Recherche développement"
"RNCP4591";"15099";"Résolution problème"
"RNCP4594";"24354";"Électronique"
"RNCP4594";"34590";"Ingénieur d'affaires"
"RNCP4594";"31054";"Informatique - Systèmes d’information et numérique"
"RNCP4596";"45038";"Restauration objet art"
"RNCP4611";"23613";"Construction aéronautique"
"RNCP4611";"23624";"Construction aérospatiale"
"RNCP4611";"23646";"Construction automobile"
"RNCP4611";"32062";"Recherche développement"
"RNCP4611";"15099";"Résolution problème"
"RNCP4616";"11554";"Chimie"
"RNCP4616";"31608";"Génie procédés"
"RNCP4616";"32062";"Recherche développement"
"RNCP4616";"15099";"Résolution problème"
"RNCP4617";"34581";"Technico-commercial"
"RNCP4618";"24354";"Électronique"
"RNCP4618";"24254";"Télécommunication"
"RNCP4618";"31054";"Informatique - Systèmes d’information et numérique"
"RNCP4619";"24254";"Télécommunication"
"RNCP4619";"46354";"Information - Communication numérique"
"RNCP4619";"31054";"Informatique - Systèmes d’information et numérique"
"RNCP4622";"23554";"Mécanique théorique"
"RNCP4622";"31654";"Génie industriel"
"RNCP4622";"24054";"Électricité"
"RNCP4622";"32062";"Recherche développement"
"RNCP4622";"15099";"Résolution problème"
"RNCP4648";"34519";"Étalage"
"RNCP4648";"34597";"Marchandisage"
"RNCP4649";"33054";"Gestion ressources humaines"
"RNCP4658";"23090";"Fonderie"
"RNCP4665";"21794";"Costume spectacle"
"RNCP4669";"22852";"Matériau construction"
"RNCP4687";"45502";"Taille pierre"
"RNCP4699";"35006";"Secrétariat assistanat juridique"
"RNCP4709";"44067";"Animation socioculturelle"
"RNCP4709";"15436";"Éducation sportive"
"RNCP4740";"13175";"Économie sociale"
"RNCP4750";"22881";"Bois"
"RNCP4750";"23601";"Charpente marine"
"RNCP4776";"24054";"Électricité"
"RNCP4776";"24426";"Informatique industrielle"
"RNCP4809";"11541";"Pharmacologie"
"RNCP4809";"11547";"Qualité chimie"
"RNCP4809";"12008";"Bio-informatique"
"RNCP4809";"12081";"Biotechnologie"
"RNCP4809";"12554";"Environnement aménagement"
"RNCP4812";"31815";"Transport sanitaire"
"RNCP4826";"34292";"Achat international"
"RNCP4836";"46042";"Impression numérique"
"RNCP4836";"31051";"Maintenance assistance informatique"
"RNCP4855";"22294";"Conduite chantier BTP"
"RNCP4855";"22022";"Travaux routiers"
"RNCP4855";"22070";"Canalisation réseau extérieur"
"RNCP4858";"43497";"Manipulation électroradiologique"
"RNCP4860";"43493";"Podologie pédicurie"
"RNCP4861";"43470";"Psychomotricité"
"RNCP4862";"12046";"Biologie"
"RNCP4862";"43476";"Analyse médicale"
"RNCP4863";"15436";"Éducation sportive"
"RNCP4873";"32054";"Gestion des organisations"
"RNCP4888";"22374";"Construction"
"RNCP4891";"21056";"Élevage"
"RNCP4891";"21052";"Gestion exploitation agricole"
"RNCP4891";"21040";"Polyculture"
"RNCP4892";"21053";"Viticulture"
"RNCP4892";"21510";"Vinification oenologie"
"RNCP4892";"34513";"Vente vin spiritueux"
"RNCP4895";"12225";"Topographie"
"RNCP4900";"32135";"Conduite projet"
"RNCP4900";"44067";"Animation socioculturelle"
"RNCP4910";"44067";"Animation socioculturelle"
"RNCP4910";"15454";"Activité physique et sportive"
"RNCP4911";"15454";"Activité physique et sportive"
"RNCP4923";"45531";"Dentellerie broderie artisanale"
"RNCP4926";"12523";"Développement local"
"RNCP4928";"34285";"Import export"
"RNCP4933";"23607";"Peinture carrosserie"
"RNCP4934";"34254";"Commerce international"
"RNCP4935";"23617";"Carrosserie"
"RNCP4936";"23617";"Carrosserie"
"RNCP4937";"23602";"Entretien marine plaisance"
"RNCP4937";"23610";"Mécanique navale"
"RNCP4963";"31652";"Gestion production"
"RNCP4964";"24404";"Commande numérique fraisage"
"RNCP4965";"24406";"Commande numérique tournage"
"RNCP4965";"23088";"Tournage"
"RNCP4984";"13275";"Notariat"
"RNCP4991";"21519";"Chocolaterie confiserie "
"RNCP4993";"21599";"Boucherie"
"RNCP4994";"21576";"Traiteur"
"RNCP4994";"21589";"Charcuterie"
"RNCP4995";"42760";"Gastronomie"
"RNCP4996";"42769";"Maître d'hôtel"
"RNCP4997";"42739";"Sommellerie"
"RNCP4998";"21538";"Boulangerie"
"RNCP4999";"21529";"Glacerie"
"RNCP5000";"21519";"Chocolaterie confiserie "
"RNCP5001";"21504";"Fromage"
"RNCP5002";"34506";"Vente produit mer"
"RNCP5002";"42759";"Écailler"
"RNCP5005";"22313";"Charpente bois"
"RNCP5007";"22881";"Bois"
"RNCP5007";"22404";"Menuiserie agencement"
"RNCP5007";"22416";"Menuiserie bois"
"RNCP5010";"22437";"Couverture"
"RNCP5011";"22677";"Plomberie"
"RNCP5013";"22697";"Installation sanitaire"
"RNCP5014";"22440";"Carrelage mosaïque"
"RNCP5015";"22657";"Fumisterie"
"RNCP5016";"22671";"Chauffage"
"RNCP5017";"22412";"Plâtrerie"
"RNCP5018";"22334";"Maçonnerie"
"RNCP5019";"45069";"Mosaïque art"
"RNCP5020";"45502";"Taille pierre"
"RNCP5021";"45502";"Taille pierre"
"RNCP5021";"22851";"Ciment"
"RNCP5022";"22820";"Verre"
"RNCP5023";"22480";"Peinture intérieure"
"RNCP5024";"45501";"Peinture décorative"
"RNCP5025";"45505";"Marbrerie"
"RNCP5026";"22478";"Métallerie serrurerie"
"RNCP5027";"22478";"Métallerie serrurerie"
"RNCP5028";"45558";"Ferronnerie art"
"RNCP5035";"45076";"Sculpture"
"RNCP5035";"22401";"Staff"
"RNCP5057";"45504";"Tissage artisanal"
"RNCP5065";"21606";"Teinture textile"
"RNCP5092";"45507";"Orfèvrerie"
"RNCP5093";"23083";"Chaudronnerie"
"RNCP5095";"23094";"Tôlerie"
"RNCP5096";"45539";"Dinanderie ferblanterie"
"RNCP5097";"23026";"Soudage"
